frame,t,id,cx,cy,cz,vx,vy,vz,size_x,size_y,height
0,0.0000000,94,22.5632057,16.0358219,2.1238449,0.1932957,2.5484395,0,0.9766859,0.8943899,4.2476897
0,0.0000000,95,-22.4387779,0.6268520,2.5798190,0.0430022,1.2518950,0,1.3520987,0.8205298,5.1596379
0,0.0000000,96,3.8017693,10.5996876,1.6086367,0.1811749,0.9614174,0,1.1220471,0.9277687,3.2172735
0,0.0000000,97,3.5439835,7.5726242,2.3709095,1.1436362,0.6927546,0,0.6744476,1.2675843,4.7418189
0,0.0000000,98,-24.4842205,24.2125874,2.5409770,2.5799062,1.4334083,0,1.0886899,1.2504318,5.0819540
0,0.0000000,99,14.6268883,0.3435555,1.6673244,2.2998323,-0.8282356,0,0.7092445,0.8094178,3.3346488
0,0.0000000,100,-4.7056656,-2.0771103,2.7308612,-0.4968852,2.6256676,0,0.7803612,0.7642499,5.4617224
0,0.0000000,101,-9.8308620,-18.9908772,1.7044638,2.7347252,0.9165884,0,1.2801498,0.8137304,3.4089277
0,0.0000000,102,-1.7315750,-5.2312412,2.2779913,-2.4793291,-0.4641962,0,0.9245086,0.7838737,4.5559826
0,0.0000000,103,-22.5157833,-24.4879398,1.5090418,1.1834165,-1.6997933,0,1.2075317,0.6485708,3.0180836
0,0.0000000,104,-0.5198803,-7.5157318,1.6936517,-0.1767258,1.1620795,0,0.9865137,1.4499290,3.3873034
0,0.0000000,105,-25.5480461,-4.6280670,1.8159790,-0.4522626,-2.2215035,0,0.9243814,1.2681477,3.6319580
0,0.0000000,106,-2.5849400,-20.1390610,2.9707537,-0.3399803,-1.1503155,0,0.8878306,1.3611772,5.9415073
0,0.0000000,107,-1.2979698,24.1586819,1.9715271,-0.6446082,-0.1803479,0,1.4396025,1.0353526,3.9430542
0,0.0000000,108,14.8848400,-27.0431633,1.5544850,0.7397292,-1.2920943,0,0.9997990,1.1230712,3.1089699
0,0.0000000,109,6.9396725,17.8491592,2.6861715,-0.7102647,-1.2321283,0,1.0192522,1.4524076,5.3723431
0,0.0000000,110,21.2805614,-11.5229244,1.9961874,1.7647971,-0.1755250,0,1.4328790,0.9256356,3.9923749
0,0.0000000,111,-20.9868622,18.5053692,2.9253774,0.9739190,-1.9731219,0,0.8672114,1.4324160,5.8507547
0,0.0000000,112,28.5950699,-24.0479221,2.8009319,0.6862580,1.3581126,0,1.3255292,1.4748883,5.6018639
0,0.0000000,113,-14.0292912,13.8364544,2.0787337,-0.7747504,-0.8883100,0,0.6518429,0.6743875,4.1574674
0,0.0000000,114,7.4354229,20.4078388,2.2091391,-1.2172412,1.0449504,0,0.6157110,0.6925919,4.4182782
0,0.0000000,115,25.8954563,21.7782364,2.0579877,0.3750932,-1.9347866,0,0.9811662,0.8705679,4.1159754
0,0.0000000,116,24.7978172,3.8960819,1.6445138,-0.1126421,2.6588156,0,0.6888433,0.6185186,3.2890277
0,0.0000000,117,-7.5432510,-23.1712208,2.2852314,-2.4737079,-1.6456285,0,0.8492116,0.7251968,4.5704627
0,0.0000000,118,-5.2573051,-0.6784115,2.0264611,1.6941090,1.3307762,0,1.4125302,1.3537195,4.0529222
0,0.0000000,119,-25.6058426,-28.9151802,1.8676959,-2.1172001,-0.3237283,0,1.4488806,0.6064212,3.7353919
1,0.0303030,0,-4.1399775,-16.0283699,1.9292090,2.1124468,0.7057208,0,1.2268223,1.2416598,3.8584180
1,0.0303030,1,-4.4419041,16.4048328,2.2366784,2.5015252,-1.5672101,0,1.2472353,1.2475221,4.4733567
1,0.0303030,2,-21.1398487,-6.3898830,2.2213979,0.8302732,-1.2523117,0,1.2163467,1.1217248,4.4427958
1,0.0303030,3,5.5468273,13.9306831,2.0970664,-0.8558344,-1.8952006,0,0.6537101,1.2252797,4.1941328
1,0.0303030,4,1.9114921,12.5546055,1.6255897,1.6448373,-0.8011445,0,0.9962315,0.7579066,3.2511795
1,0.0303030,5,-0.4110508,13.3182497,2.7741477,1.8016037,1.5100353,0,1.1709609,0.8680024,5.5482955
1,0.0303030,6,-10.4293747,9.0595274,2.1258149,0.9856044,-1.0005621,0,0.9219561,1.2501991,4.2516298
1,0.0303030,7,28.8254032,7.7123141,1.9405711,-2.0217514,-1.3208700,0,0.8054369,0.8110616,3.8811421
1,0.0303030,8,-4.0881934,-19.2859612,1.5419729,-0.9830270,-1.4286888,0,1.2993040,0.9903311,3.0839458
1,0.0303030,9,22.9521694,-4.3249211,1.9683919,-1.8625318,1.4751606,0,0.9832473,0.6693779,3.9367838
1,0.0303030,10,0.1646913,-2.0660942,2.2676451,1.8723942,0.8586352,0,1.2240629,1.4497440,4.5352902
1,0.0303030,11,-0.2042406,-4.9863038,1.9759282,-1.4738556,1.6442953,0,0.7040566,0.8722945,3.9518564
1,0.0303030,12,-1.0034361,-0.3560666,1.6633934,-0.3190228,-2.9466801,0,1.4250288,0.8254099,3.3267868
1,0.0303030,13,14.8002424,-22.3397369,2.4193418,-0.7855461,1.5101342,0,1.0675366,0.9931746,4.8386836
1,0.0303030,14,2.6036427,-3.9213388,1.9240544,-1.3543605,-0.0831361,0,1.3179555,1.1427541,3.8481088
1,0.0303030,15,11.1334991,10.7707777,2.1255333,-1.8958148,1.8849610,0,0.8737087,0.9067164,4.2510667
1,0.0303030,16,9.9854650,-13.6067896,2.1851220,-1.0219154,1.6781807,0,0.8410234,1.0593801,4.3702440
1,0.0303030,17,1.7441361,20.2375946,2.5120335,-0.8131132,-0.4685092,0,1.1624131,0.8434632,5.0240669
1,0.0303030,18,-15.1237087,-18.7693806,2.8366637,0.9849290,-0.0351892,0,0.8834698,1.2873145,5.6733274
1,0.0303030,19,1.2483456,22.8343487,1.6435688,0.6275145,0.6455040,0,1.1152112,0.7910683,3.2871375
1,0.0303030,20,-28.3195763,-1.4044048,2.9914351,0.7297729,-1.8471448,0,1.4271511,1.2510748,5.9828701
1,0.0303030,21,-12.8865337,-20.3804607,1.7384394,0.8086724,2.2698417,0,1.1011066,1.0564839,3.4768789
1,0.0303030,22,11.3730021,24.1667194,2.2674820,-0.3722778,-1.8488504,0,0.6976881,0.8868898,4.5349641
1,0.0303030,23,21.0042610,20.1296291,2.8876987,1.4234579,-1.7791113,0,0.9500555,0.9267937,5.7753973
1,0.0303030,24,-11.4845591,-7.0991440,1.8469522,1.4246842,0.4546297,0,0.9536500,0.6392323,3.6939044
1,0.0303030,25,-29.1447926,-8.4231739,2.9930377,-0.1650036,2.0885484,0,1.2344630,1.1010472,5.9860754
1,0.0303030,26,11.3841715,22.0521584,1.5645404,0.2320987,-0.8465788,0,0.6518832,1.1338592,3.1290808
1,0.0303030,27,-7.7203193,-9.1845474,1.8612838,2.6746306,0.2211230,0,0.9589887,1.2864909,3.7225676
1,0.0303030,28,-23.4173851,-15.2568560,2.3280656,-0.6198491,0.5478218,0,0.6264814,1.1999621,4.6561313
1,0.0303030,29,-18.1014423,20.4512253,2.4923465,1.1657724,0.4053409,0,0.8897825,1.0142146,4.9846931
1,0.0303030,30,-6.7700715,10.4684277,2.3392310,-0.4690070,1.2038348,0,1.3361347,1.3690072,4.6784620
1,0.0303030,31,-4.8347301,19.2753696,1.7566228,0.3422884,-0.5494494,0,0.9188383,1.3817149,3.5132456
1,0.0303030,32,4.6519980,4.6985326,2.2817392,0.6555859,-1.6804818,0,1.0306132,1.0971330,4.5634785
1,0.0303030,33,9.2163210,23.7015667,2.9825182,-0.3611943,-1.3247459,0,0.6024193,1.4278944,5.9650364
1,0.0303030,34,1.2025905,-12.9528675,2.1735802,0.7831163,-2.6411235,0,1.0869846,0.8632405,4.3471603
1,0.0303030,35,12.5728149,3.8412101,1.8863131,-0.6285444,1.6803378,0,1.4852679,1.1071329,3.7726262
1,0.0303030,36,13.6390285,22.0070400,2.4491682,-0.4453220,-0.7851790,0,0.9168377,0.9549330,4.8983364
1,0.0303030,37,-8.9316196,28.2542801,2.7987967,-2.2530835,-1.2269764,0,1.1406288,1.4887304,5.5975933
1,0.0303030,38,-17.5745811,22.8614082,1.5080299,-1.3805475,0.8601670,0,0.6589154,0.9855126,3.0160599
1,0.0303030,39,-27.8997650,-11.9961424,1.6399901,-2.2845788,1.1177049,0,1.0929873,0.7794670,3.2799802
1,0.0303030,40,-2.4491928,-25.4772396,1.5841246,2.3517637,-0.3895903,0,0.8176449,1.1121035,3.1682491
1,0.0303030,41,-4.9051795,12.3301830,1.5728686,-0.6060510,0.9650943,0,1.2676760,1.0584863,3.1457372
1,0.0303030,42,16.6091805,18.4632111,2.7110767,0.4747298,1.1198741,0,0.9433609,0.7493441,5.4221535
1,0.0303030,43,-5.5907793,-22.7107105,2.4978921,0.4972092,0.8391991,0,0.8758228,1.4933522,4.9957843
1,0.0303030,44,11.5542889,-5.7075319,2.2535543,-0.6716103,-1.4531219,0,1.0393571,1.3990711,4.5071087
1,0.0303030,45,6.1469841,3.8783486,2.6476440,-1.0029304,-0.5923163,0,0.9943930,0.6432269,5.2952881
1,0.0303030,46,18.4327202,-1.3628674,2.3760691,-0.6356049,-1.1826911,0,1.3932123,1.1244040,4.7521381
1,0.0303030,47,-20.0862160,4.4364185,2.6260755,-0.0139091,1.3464719,0,1.4348190,0.6509580,5.2521510
1,0.0303030,48,21.2627678,-17.3985710,2.5257647,1.9003134,1.7060190,0,0.9965787,0.6712341,5.0515294
1,0.0303030,49,-24.6593418,-24.5339699,1.6929468,-1.1053104,-1.3093296,0,1.4188845,1.4320245,3.3858936
1,0.0303030,50,-4.3958654,21.7684460,1.6223527,1.7396923,-0.7775449,0,1.2287073,0.9594408,3.2447054
1,0.0303030,51,-0.2101815,18.3643856,1.8020992,1.3980401,-0.2850566,0,0.7100192,1.0448971,3.6041985
1,0.0303030,52,-28.7946968,9.1119232,2.7619174,1.8275741,-0.4365150,0,1.4299158,1.3271444,5.5238347
1,0.0303030,53,5.3830156,7.9604716,1.5439796,-1.6323237,-0.3348082,0,1.2015456,1.3495529,3.0879593
1,0.0303030,54,-1.6163559,11.8747425,2.0872190,-0.7857753,0.1720285,0,1.2062941,1.2703025,4.1744380
1,0.0303030,55,-26.0912495,9.0988493,1.6001617,-1.9694480,0.0484393,0,1.0883723,0.6814590,3.2003233
1,0.0303030,56,4.3399315,24.6649704,2.2669761,0.2516464,-0.7135122,0,1.2760563,1.2924576,4.5339522
1,0.0303030,57,28.1616611,-26.5452976,2.4917517,-0.3437575,1.2628188,0,1.2298506,1.0437025,4.9835033
1,0.0303030,58,-4.3587351,-9.1193323,1.9578437,1.0584668,2.2322319,0,0.7706105,1.0668449,3.9156873
1,0.0303030,59,18.1250496,-18.9506512,2.2215395,0.8697208,-1.8091826,0,0.9704123,0.6484335,4.4430790
1,0.0303030,60,-18.4494781,2.0594673,2.6214898,-1.1942742,-0.9773743,0,1.1896918,1.3609798,5.2429795
1,0.0303030,61,-19.2295456,24.6065445,1.8548998,-1.9257959,1.0841080,0,1.4901311,1.0465767,3.7097995
1,0.0303030,62,-2.0885725,-10.9681511,2.4378364,1.7530441,-0.0935965,0,1.0768427,0.6821668,4.8756728
1,0.0303030,63,-21.7387199,-15.1669531,1.5710093,-0.6628659,-0.4537152,0,0.8823020,1.3381279,3.1420186
1,0.0303030,64,18.2290516,-11.8512497,1.5614012,2.3056669,-1.4756387,0,1.0015935,0.8144249,3.1228025
1,0.0303030,65,16.9381371,28.9212475,2.2273641,1.1231072,-1.1204922,0,0.6049909,0.7054862,4.4547281
1,0.0303030,66,-2.1726069,1.2348019,1.7727172,2.8830349,-0.3764724,0,0.6695005,0.6873344,3.5454345
1,0.0303030,67,-23.6721382,17.6088600,2.6983840,-0.5164354,-1.9232512,0,0.9076476,0.8821883,5.3967681
1,0.0303030,68,12.7216053,-11.4706678,2.4065104,-1.2194341,0.9179164,0,0.8233529,0.9990309,4.8130207
1,0.0303030,69,12.5411062,8.9256897,2.9512415,-1.4656452,1.6527965,0,0.7719063,1.1238139,5.9024830
1,0.0303030,70,-13.6083641,-26.6815968,2.8698468,1.2818485,-1.1989634,0,1.4519588,0.6227182,5.7396936
1,0.0303030,71,-16.8190842,28.5928688,1.9838517,0.6789294,0.3495171,0,1.1176218,0.9368630,3.9677033
1,0.0303030,72,-5.8452048,7.8394866,1.9509152,0.4604988,-2.3162422,0,0.8092318,1.1667550,3.9018304
1,0.0303030,73,-29.1896973,28.4618092,2.6482127,-0.6959600,-1.2312100,0,0.9610673,0.9260491,5.2964253
1,0.0303030,74,2.8964553,5.6994791,1.7430238,0.4259139,-1.5321720,0,1.0804974,1.0271353,3.4860475
1,0.0303030,75,-27.9696503,19.9568558,2.0903456,1.5753921,2.2160802,0,0.8670582,1.1688454,4.1806912
1,0.0303030,76,-1.4442118,16.2022591,1.6904371,-2.5858631,-0.7670613,0,0.6145068,1.4585073,3.3808742
1,0.0303030,77,27.6084652,15.4937582,1.8980362,-1.1822610,2.4042485,0,1.3129871,1.2398989,3.7960725
1,0.0303030,78,27.8200169,-4.0992856,2.9377646,-1.5264516,1.5676907,0,1.2391455,0.9176931,5.8755293
1,0.0303030,79,25.2310314,-25.4195709,2.1893954,-0.8718739,0.0110655,0,1.2294416,0.9203619,4.3787909
1,0.0303030,80,-25.3050499,20.3386154,2.7490745,-0.6160163,-0.6077350,0,1.4460261,1.1739759,5.4981489
1,0.0303030,81,-28.4222164,2.2884204,1.9157923,-2.0150759,-1.1149430,0,1.3550220,1.1368382,3.8315847
1,0.0303030,82,-8.1952200,-16.1377392,1.6272334,-0.9167973,0.9153640,0,0.6069638,1.1097121,3.2544668
1,0.0303030,83,27.5504951,4.2756324,1.8381951,0.6388025,1.0200239,0,1.1112928,1.1654533,3.6763902
1,0.0303030,84,-4.8638368,23.1733875,1.6162776,-1.5944128,-0.3516106,0,0.8217555,0.8684208,3.2325552
1,0.0303030,85,-29.1500168,26.4563732,2.3812406,2.5559640,0.9390197,0,1.4391155,1.0423276,4.7624812
1,0.0303030,86,-29.3780727,-9.9466314,2.4462273,-1.3046715,1.0933408,0,0.9054577,1.0505053,4.8924546
1,0.0303030,87,-23.7014828,-26.3497562,1.7975485,1.8889108,-1.2530705,0,1.4347095,1.2563901,3.5950971
1,0.0303030,88,20.9487534,28.0957527,2.3108068,0.5564952,-0.1061455,0,1.3923750,0.9351568,4.6216135
1,0.0303030,89,0.8327698,24.0309601,2.5213547,1.4081604,1.1285712,0,1.4281342,0.6352833,5.0427094
1,0.0303030,90,-9.7182684,-8.7336617,2.7558761,-1.1664159,0.7260287,0,1.1215475,1.3307580,5.5117521
1,0.0303030,91,-6.5135956,-7.7625728,2.6321957,-0.0735741,-1.5038633,0,0.9508868,0.9603709,5.2643914
1,0.0303030,92,24.2099457,8.6307487,2.1988907,0.4050177,-1.3108495,0,0.6935926,1.4439015,4.3977814
1,0.0303030,93,-1.2417791,-17.2520370,1.9107633,0.6225709,-1.0327717,0,1.1711743,1.4031055,3.8215265
1,0.0303030,94,22.5690632,16.1130466,2.1238449,0.1932957,2.5484395,0,0.9766859,0.8943899,4.2476897
1,0.0303030,95,-22.4374752,0.6647882,2.5798190,0.0430022,1.2518950,0,1.3520987,0.8205298,5.1596379
1,0.0303030,96,3.8072593,10.6288214,1.6086367,0.1811749,0.9614174,0,1.1220471,0.9277687,3.2172735
1,0.0303030,97,3.5786390,7.5936170,2.3709095,1.1436362,0.6927546,0,0.6744476,1.2675843,4.7418189
1,0.0303030,98,-24.4060421,24.2560234,2.5409770,2.5799062,1.4334083,0,1.0886899,1.2504318,5.0819540
1,0.0303030,99,14.6965799,0.3184574,1.6673244,2.2998323,-0.8282356,0,0.7092445,0.8094178,3.3346488
1,0.0303030,100,-4.7207227,-1.9975446,2.7308612,-0.4968852,2.6256676,0,0.7803612,0.7642499,5.4617224
1,0.0303030,101,-9.7479916,-18.9631023,1.7044638,2.7347252,0.9165884,0,1.2801498,0.8137304,3.4089277
1,0.0303030,102,-1.8067062,-5.2453079,2.2779913,-2.4793291,-0.4641962,0,0.9245086,0.7838737,4.5559826
1,0.0303030,103,-22.4799213,-24.5394478,1.5090418,1.1834165,-1.6997933,0,1.2075317,0.6485708,3.0180836
