frame,t,valid,px,py,pz,body_qw,body_qx,body_qy,body_qz,camera_qw,camera_qx,camera_qy,camera_qz,vx,vy,vz,ax,ay,az,goal_x,goal_y,goal_z,collision,min_clearance
95,2.8787880,1,-9.6649580,9.9506626,3.6749408,0.9346457,0.0751528,0.0332400,0.3459546,0.9346457,0.0751528,0.0332400,0.3459546,1.6727046,1.4372995,-0.0223557,0.6376836,-1.5954947,0.0028370,2.2287426,16.7084503,3.6049671,0,3.0818281
96,2.9090910,1,-9.6135483,9.9925194,3.6742661,0.9379120,0.0896508,0.0372572,0.3330103,0.9379120,0.0896508,0.0372572,0.3330103,1.6965194,1.3812889,-0.0222693,0.7858864,-1.8483497,0.0028515,2.2287426,16.7084503,3.6049671,0,3.0119078
97,2.9393940,1,-9.5612745,10.0324783,3.6735940,0.9415681,0.1032528,0.0403037,0.3180630,0.9415681,0.1032528,0.0403037,0.3180630,1.7250282,1.3186589,-0.0221824,0.9407905,-2.0667894,0.0028661,2.2287426,16.7084503,3.6049671,0,2.9352083
98,2.9696970,1,-9.5080633,10.0703716,3.6729245,0.9457050,0.1135911,0.0416530,0.3016690,0.9457050,0.1135911,0.0416530,0.3016690,1.7559683,1.2504717,-0.0220951,1.0210277,-2.2501771,0.0028808,2.2287426,16.7084503,3.6049671,0,2.8653183
99,3.0000000,1,-9.4538851,10.1060514,3.6722577,0.9501038,0.1218969,0.0418547,0.2840635,0.9501038,0.1218969,0.0418547,0.2840635,1.7878718,1.1774464,-0.0220074,1.0528163,-2.4098363,0.0028955,2.2287426,16.7084503,3.6049671,0,2.8028426
100,3.0303030,1,-9.3987255,10.1393948,3.6715934,0.9545867,0.1289870,0.0412559,0.2653757,0.9545867,0.1289870,0.0412559,0.2653757,1.8202695,1.1003360,-0.0219192,1.0691230,-2.5446434,0.0029103,2.2287426,16.7084503,3.6049671,0,2.7463601
101,3.0606062,1,-9.3425827,10.1703024,3.6709318,0.9590797,0.1347397,0.0399134,0.2458015,0.9590797,0.1347397,0.0399134,0.2458015,1.8526995,1.0199467,-0.0218306,1.0701928,-2.6528454,0.0029254,2.2287426,16.7084503,3.6049671,0,2.6923959
102,3.0909092,1,-9.2854700,10.1987000,3.6702731,0.9635104,0.1390419,0.0379102,0.2255611,0.9635104,0.1390419,0.0379102,0.2255611,1.8847038,0.9371278,-0.0217414,1.0561405,-2.7330229,0.0029408,2.2287426,16.7084503,3.6049671,0,2.6409371
103,3.1212122,1,-9.2274151,10.2245407,3.6696169,0.9678124,0.1417987,0.0353541,0.2048957,0.9678124,0.1417987,0.0353541,0.2048957,1.9158244,0.8527606,-0.0216519,1.0269821,-2.7841184,0.0029565,2.2287426,16.7084503,3.6049671,0,2.5920291
104,3.1515152,1,-9.1684570,10.2478056,3.6689634,0.9719262,0.1429445,0.0323734,0.1840604,0.9719262,0.1429445,0.0323734,0.1840604,1.9456022,0.7677457,-0.0215618,0.9826661,-2.8054919,0.0029726,2.2287426,16.7084503,3.6049671,0,2.5459650
105,3.1818182,1,-9.1086836,10.2685013,3.6683128,0.9758570,0.1419843,0.0290443,0.1634009,0.9758570,0.1419843,0.0290443,0.1634009,1.9725384,0.6829566,-0.0214712,0.8888947,-2.7980421,0.0029893,2.2287426,16.7084503,3.6049671,0,2.5075407
106,3.2121212,1,-9.0482073,10.2866573,3.6676650,0.9794856,0.1395240,0.0256248,0.1431232,0.9794856,0.1395240,0.0256248,0.1431232,1.9957030,0.5991471,-0.0213801,0.7644340,-2.7657130,0.0030065,2.2287426,16.7084503,3.6049671,0,2.4787519
107,3.2424242,1,-8.9870195,10.3023329,3.6670198,0.9825958,0.1372500,0.0223987,0.1231516,0.9825958,0.1372500,0.0223987,0.1231516,2.0191822,0.5173002,-0.0212884,0.7748144,-2.7009444,0.0030245,2.2287426,16.7084503,3.6049671,0,2.4598355
108,3.2727275,1,-8.9250507,10.3156424,3.6663775,0.9855256,0.1325396,0.0191218,0.1039560,0.9855256,0.1325396,0.0191218,0.1039560,2.0449727,0.4391997,-0.0211962,0.8510869,-2.5773187,0.0030432,2.2287426,16.7084503,3.6049671,0,2.4509020
109,3.3030305,1,-8.8622379,10.3267546,3.6657381,0.9883758,0.1242701,0.0159000,0.0861250,0.9883758,0.1242701,0.0159000,0.0861250,2.0728240,0.3667105,-0.0211034,0.9190909,-2.3921416,0.0030623,2.2287426,16.7084503,3.6049671,0,2.4519293
110,3.3333335,1,-8.7985334,10.3358955,3.6651015,0.9910877,0.1124798,0.0129558,0.0701827,0.9910877,0.1124798,0.0129558,0.0701827,2.1022439,0.3016524,-0.0210100,0.9708597,-2.1469178,0.0030815,2.2287426,16.7084503,3.6049671,0,2.4627554
111,3.3636365,1,-8.7339125,10.3433418,3.6644678,0.9935798,0.0974113,0.0104500,0.0565770,0.9935798,0.0974113,0.0104500,0.0565770,2.1325052,0.2457205,-0.0209161,0.9986210,-1.8457550,0.0031007,2.2287426,16.7084503,3.6049671,0,2.4830873
112,3.3939395,1,-8.6683769,10.3494148,3.6638370,0.9957539,0.0794852,0.0084580,0.0456562,0.9957539,0.0794852,0.0084580,0.0456562,2.1626747,0.2004124,-0.0208216,0.9955913,-1.4951661,0.0031195,2.2287426,16.7084503,3.6049671,0,2.5125120
113,3.4242425,1,-8.6019630,10.3544741,3.6632090,0.9975081,0.0592527,0.0069635,0.0376612,0.9975081,0.0592527,0.0069635,0.0376612,2.1916649,0.1669683,-0.0207265,0.9566808,-1.1036545,0.0031376,2.2287426,16.7084503,3.6049671,0,2.5505097
114,3.4545455,1,-8.5347414,10.3589087,3.6625838,0.9987493,0.0373361,0.0058693,0.0327310,0.9987493,0.0373361,0.0058693,0.0327310,2.2183011,0.1463285,-0.0206309,0.8789891,-0.6811147,0.0031550,2.2287426,16.7084503,3.6049671,0,2.5964756
115,3.4848485,1,-8.4668207,10.3631239,3.6619616,0.9994061,0.0143671,0.0050190,0.0309178,0.9994061,0.0143671,0.0050190,0.0309178,2.2413929,0.1391120,-0.0205348,0.7620325,-0.2381449,0.0031713,2.2287426,16.7084503,3.6049671,0,2.6497424
116,3.5151515,1,-8.3983421,10.3675365,3.6613421,0.9994311,-0.0090654,0.0042230,0.0322074,0.9994311,-0.0090654,0.0042230,0.0322074,2.2598081,0.1456165,-0.0204382,0.6077043,0.2146511,0.0031864,2.2287426,16.7084503,3.6049671,0,2.7095990
117,3.5454547,1,-8.3294773,10.3725615,3.6607258,0.9987999,-0.0324474,0.0032818,0.0365388,0.9987999,-0.0324474,0.0032818,0.0365388,2.2725358,0.1658345,-0.0203412,0.4200187,0.6671909,0.0032002,2.2287426,16.7084503,3.6049671,0,2.7753162
118,3.5757577,1,-8.2604246,10.3786068,3.6601124,0.9975027,-0.0553526,0.0020042,0.0438220,0.9975027,-0.0553526,0.0020042,0.0438220,2.2787387,0.1994812,-0.0202439,0.2046999,1.1103420,0.0032126,2.2287426,16.7084503,3.6049671,0,2.7223349
119,3.6060607,1,-8.1914005,10.3860626,3.6595018,0.9955366,-0.0774344,0.0002200,0.0539498,0.9955366,-0.0774344,0.0002200,0.0539498,2.2777903,0.2460305,-0.0201462,-0.0312949,1.5361274,0.0032236,2.2287426,16.7084503,3.6049671,0,2.6199636
120,3.6363637,1,-8.1226339,10.3952980,3.6588943,0.9928988,-0.0984089,-0.0022120,0.0668038,0.9928988,-0.0984089,-0.0022120,0.0668038,2.2692971,0.3047532,-0.0200482,-0.2802763,1.9378490,0.0032333,2.2287426,16.7084503,3.6049671,0,2.5199432
121,3.6666667,1,-8.0543575,10.4066544,3.6582897,0.9895831,-0.1180284,-0.0053974,0.0822534,0.9895831,-0.1180284,-0.0053974,0.0822534,2.2531068,0.3747537,-0.0199500,-0.5342768,2.3100166,0.0032415,2.2287426,16.7084503,3.6049671,0,2.4227786
122,3.6969697,1,-7.9868031,10.4204426,3.6576881,0.9855804,-0.1360607,-0.0093998,0.1001508,0.9855804,-0.1360607,-0.0093998,0.1001508,2.2293015,0.4550039,-0.0198515,-0.7855800,2.6482580,0.0032486,2.2287426,16.7084503,3.6049671,0,2.3289521
123,3.7272727,0,-7.9201922,10.4369383,3.6570895,0.9808851,-0.1522659,-0.0142315,0.1203199,0.9808851,-0.1522659,-0.0142315,0.1203199,2.1981537,0.5443606,-0.0197529,-1.0278728,2.9487705,0.0032544,2.2287426,16.7084503,3.6049671,0,2.2389140
124,3.7575760,0,-7.8547325,10.4563808,3.6564939,0.9755020,-0.1663835,-0.0198423,0.1425438,0.9755020,-0.1663835,-0.0198423,0.1425438,2.1601789,0.6415949,-0.0196542,-1.2531687,3.2087326,0.0032592,2.2287426,16.7084503,3.6049671,0,2.1530771
125,3.7878790,0,-7.7906094,10.4789696,3.6559014,0.9705833,-0.1718859,-0.0250357,0.1667227,0.9705833,-0.1718859,-0.0250357,0.1667227,2.1160576,0.7454202,-0.0195553,-1.4560015,3.4262328,0.0032629,2.2287426,16.7084503,3.6049671,0,2.0718064
126,3.8181820,0,-7.7279854,10.5048637,3.6553118,0.9657883,-0.1711550,-0.0296219,0.1925649,0.9657883,-0.1711550,-0.0296219,0.1925649,2.0665984,0.8545066,-0.0194563,-1.6321548,3.5998497,0.0032658,2.2287426,16.7084503,3.6049671,0,1.9954178
127,3.8484850,0,-7.6669946,10.5341816,3.6547253,0.9600185,-0.1702549,-0.0344181,0.2195293,0.9600185,-0.1702549,-0.0344181,0.2195293,2.0126948,0.9674929,-0.0193573,-1.7788221,3.7285514,0.0032680,2.2287426,16.7084503,3.6049671,0,1.9241698
128,3.8787880,0,-7.6077437,10.5669994,3.6541417,0.9532833,-0.1691841,-0.0393429,0.2471434,0.9532833,-0.1691841,-0.0393429,0.2471434,1.9552786,1.0829993,-0.0192582,-1.8947349,3.8117108,0.0032694,2.2287426,16.7084503,3.6049671,0,1.8582628
129,3.9090910,0,-7.5503073,10.6033525,3.6535611,0.9456556,-0.1679519,-0.0443056,0.2748901,0.9456556,-0.1679519,-0.0443056,0.2748901,1.8953990,1.1996417,-0.0191591,-1.9760276,3.8491962,0.0032704,2.2287426,16.7084503,3.6049671,0,1.7978337
130,3.9393940,0,-7.4947176,10.6432343,3.6529834,0.9372822,-0.1665804,-0.0492078,0.3022113,0.9372822,-0.1665804,-0.0492078,0.3022113,1.8344637,1.3161014,-0.0190600,-2.0108633,3.8431721,0.0032709,2.2287426,16.7084503,3.6049671,0,1.7429516
131,3.9696970,0,-7.4409842,10.6866016,3.6524088,0.9283400,-0.1650984,-0.0539675,0.3286559,0.9283400,-0.1650984,-0.0539675,0.3286559,1.7731930,1.4311153,-0.0189609,-2.0219321,3.7954569,0.0032711,2.2287426,16.7084503,3.6049671,0,1.6936269
132,4.0000000,0,-7.3891001,10.7333736,3.6518373,0.9190308,-0.1635398,-0.0585163,0.3538544,0.9190308,-0.1635398,-0.0585163,0.3538544,1.7121731,1.5434742,-0.0188618,-2.0136564,3.7078447,0.0032710,2.2287426,16.7084503,3.6049671,0,1.6498101
133,4.0303030,0,-7.3390818,10.7834358,3.6512687,0.9094857,-0.1619287,-0.0628328,0.3777127,0.9094857,-0.1619287,-0.0628328,0.3777127,1.6506021,1.6520667,-0.0187626,-2.0318413,3.5835507,0.0032706,2.2287426,16.7084503,3.6049671,0,1.6113985
134,4.0606060,0,-7.2911687,10.8366585,3.6507032,0.8993614,-0.1602127,-0.0670838,0.4012240,0.8993614,-0.1602127,-0.0670838,0.4012240,1.5811241,1.7563565,-0.0186635,-2.2927742,3.4415643,0.0032703,2.2287426,16.7084503,3.6049671,0,1.5782685
135,4.0909090,0,-7.2455955,10.8929090,3.6501405,0.8886274,-0.1583870,-0.0712841,0.4244683,0.8886274,-0.1583870,-0.0712841,0.4244683,1.5039132,1.8562543,-0.0185644,-2.5479589,3.2966311,0.0032704,2.2287426,16.7084503,3.6049671,0,1.5502365
136,4.1212120,0,-7.2025909,10.9520569,3.6495810,0.8772392,-0.1564440,-0.0754501,0.4475308,0.8772392,-0.1564440,-0.0754501,0.4475308,1.4191475,1.9518735,-0.0184653,-2.7972672,3.1554346,0.0032716,2.2287426,16.7084503,3.6049671,0,1.5270650
137,4.1515155,0,-7.1623788,11.0139780,3.6490245,0.8651475,-0.1543750,-0.0795953,0.4704813,0.8651475,-0.1543750,-0.0795953,0.4704813,1.3270079,2.0434110,-0.0183661,-3.0406067,3.0207329,0.0032742,2.2287426,16.7084503,3.6049671,0,1.5084717
138,4.1818185,0,-7.1251764,11.0785589,3.6484709,0.8523009,-0.1521706,-0.0837302,0.4933724,0.8523009,-0.1521706,-0.0837302,0.4933724,1.2276785,2.1311741,-0.0182667,-3.2778699,2.8961802,0.0032787,2.2287426,16.7084503,3.6049671,0,1.4934828
139,4.2121215,0,-7.0911961,11.1457024,3.6479204,0.8386441,-0.1498206,-0.0878639,0.5162458,0.8386441,-0.1498206,-0.0878639,0.5162458,1.1213528,2.2157366,-0.0181672,-3.5087478,2.7905626,0.0032857,2.2287426,16.7084503,3.6049671,0,1.4810603
140,4.2424245,0,-7.0606427,11.2153378,3.6473730,0.8241273,-0.1473150,-0.0920008,0.5391181,0.8241273,-0.1473150,-0.0920008,0.5391181,1.0082535,2.2979722,-0.0180673,-3.7322783,2.7137747,0.0032954,2.2287426,16.7084503,3.6049671,0,1.4046469
141,4.2727275,0,-7.0337133,11.2874317,3.6468284,0.8087223,-0.1446474,-0.0961384,0.5619633,0.8087223,-0.1446474,-0.0961384,0.5619633,0.8886669,2.3790872,-0.0179671,-3.9463568,2.6767960,0.0033082,2.2287426,16.7084503,3.6049671,0,1.3301222
142,4.3030305,0,-7.0105920,11.3619967,3.6462870,0.7924447,-0.1418181,-0.1002627,0.5846933,0.7924447,-0.1418181,-0.1002627,0.5846933,0.7629998,2.4606481,-0.0178663,-4.1470127,2.6915064,0.0033244,2.2287426,16.7084503,3.6049671,0,1.2590837
143,4.3333335,0,-6.9914446,11.4391050,3.6457486,0.7753835,-0.1388402,-0.1043450,0.6071376,0.7753835,-0.1388402,-0.1043450,0.6071376,0.6318646,2.5445914,-0.0177650,-4.3274617,2.7701306,0.0033443,2.2287426,16.7084503,3.6049671,0,1.1921432
144,4.3636365,0,-6.9764104,11.5188990,3.6452134,0.7577254,-0.1357436,-0.1083401,0.6290376,0.7577254,-0.1357436,-0.1083401,0.6290376,0.4961219,2.6332066,-0.0176629,-4.4795094,2.9242973,0.0033679,2.2287426,16.7084503,3.6049671,0,1.1299872
145,4.3939395,0,-6.9655938,11.6015978,3.6446812,0.7397749,-0.1325791,-0.1121875,0.6500537,0.7397749,-0.1325791,-0.1121875,0.6500537,0.3569468,2.7290468,-0.0175600,-4.5927782,3.1627245,0.0033952,2.2287426,16.7084503,3.6049671,0,1.0733917
146,4.4242425,0,-6.9590425,11.6874981,3.6441522,0.7219901,-0.1294252,-0.1158088,0.6697520,0.7219901,-0.1294252,-0.1158088,0.6697520,0.2161856,2.8347249,-0.0174562,-4.6451168,3.4873736,0.0034263,2.2287426,16.7084503,3.6049671,0,1.0232275
147,4.4545455,0,-6.9567022,11.7769527,3.6436265,0.7050532,-0.1264016,-0.1190984,0.6875595,0.7050532,-0.1264016,-0.1190984,0.6875595,0.0772366,2.9519897,-0.0173519,-4.5853186,3.8697343,0.0034430,2.2287426,16.7084503,3.6049671,0,0.9804367
148,4.4848485,0,-6.9584904,11.8697586,3.6431038,0.6892731,-0.1235780,-0.1220230,0.7033787,0.6892731,-0.1235780,-0.1220230,0.7033787,-0.0590043,3.0625825,-0.0172458,-4.4959488,3.6495628,0.0034992,2.2287426,16.7084503,3.6049671,0,0.9461760
149,4.5151515,0,-6.9642868,11.9655533,3.6425846,0.6746629,-0.1209619,-0.1246146,0.7174047,0.6746629,-0.1209619,-0.1246146,0.7174047,-0.1912780,3.1612139,-0.0171386,-4.3650331,3.2548325,0.0035400,2.2287426,16.7084503,3.6049671,0,0.9215543
150,4.5454545,0,-6.9739590,12.0639524,3.6420684,0.6610888,-0.1185311,-0.1269270,0.7299325,0.6610888,-0.1185311,-0.1269270,0.7299325,-0.3191878,3.2471838,-0.0170300,-4.2210212,2.8370080,0.0035840,2.2287426,16.7084503,3.6049671,0,0.9065663
151,4.5757575,0,-6.9873638,12.1645555,3.6415555,0.6484163,-0.1162630,-0.1290062,0.7412129,0.6484163,-0.1162630,-0.1290062,0.7412129,-0.4423673,3.3198912,-0.0169199,-4.0649247,2.3993440,0.0036314,2.2287426,16.7084503,3.6049671,0,0.8961598
152,4.6060610,0,-7.0043483,12.2669449,3.6410463,0.6367388,-0.1128833,-0.1294129,0.7517135,0.6367388,-0.1128833,-0.1294129,0.7517135,-0.5604828,3.3788431,-0.0168083,-3.8978109,1.9454083,0.0036821,2.2287426,16.7084503,3.6049671,0,0.8893330
153,4.6363640,0,-7.0247493,12.3706923,3.6405404,0.6262790,-0.1063135,-0.1255403,0.7620444,0.6262790,-0.1063135,-0.1255403,0.7620444,-0.6732340,3.4236639,-0.0166951,-3.7207909,1.4790859,0.0037361,2.2287426,16.7084503,3.6049671,0,0.8859226
154,4.6666670,0,-7.0483966,12.4753618,3.6400380,0.6161972,-0.1005908,-0.1221492,0.7715323,0.6161972,-0.1005908,-0.1221492,0.7715323,-0.7803552,3.4541032,-0.0165802,-3.5349984,1.0044971,0.0037933,2.2287426,16.7084503,3.6049671,0,0.8857586
155,4.6969700,0,-7.0751123,12.5805149,3.6395392,0.6064111,-0.0956352,-0.1192699,0.7803168,0.6064111,-0.0956352,-0.1192699,0.7803168,-0.8816151,3.4700403,-0.0164634,-3.3415761,0.5259247,0.0038537,2.2287426,16.7084503,3.6049671,0,0.8886630
156,4.7272730,0,-7.1047130,12.6857119,3.6390440,0.5968427,-0.0913685,-0.1169146,0.7885187,0.5968427,-0.0913685,-0.1169146,0.7885187,-0.9768170,3.4714873,-0.0163447,-3.1416616,0.0477495,0.0039169,2.2287426,16.7084503,3.6049671,0,0.8944523
157,4.7575760,0,-7.1370101,12.7905178,3.6385524,0.5874185,-0.0877153,-0.1150818,0.7962422,0.5874185,-0.0877153,-0.1150818,0.7962422,-1.0657989,3.4585891,-0.0162240,-2.9364023,-0.4256392,0.0039829,2.2287426,16.7084503,3.6049671,0,0.9029381
158,4.7878790,0,-7.1718111,12.8945065,3.6380646,0.5780683,-0.0846037,-0.1137598,0.8035781,0.5780683,-0.0846037,-0.1137598,0.8035781,-1.1484340,3.4316218,-0.0161012,-2.7269588,-0.8899231,0.0040514,2.2287426,16.7084503,3.6049671,0,0.9139277
159,4.8181820,0,-7.2089210,12.9972639,3.6375804,0.5687246,-0.0819661,-0.1129308,0.8106050,0.5687246,-0.0819661,-0.1129308,0.8106050,-1.2246318,3.3909864,-0.0159763,-2.5145254,-1.3409629,0.0041219,2.2287426,16.7084503,3.6049671,0,0.9272262
160,4.8484850,0,-7.2481432,13.0983915,3.6371002,0.5593213,-0.0797399,-0.1125736,0.8173912,0.5593213,-0.0797399,-0.1125736,0.8173912,-1.2943395,3.3372033,-0.0158492,-2.3003540,-1.7748423,0.0041943,2.2287426,16.7084503,3.6049671,0,0.9426371
161,4.8787880,0,-7.2892809,13.1975098,3.6366239,0.5497929,-0.0778681,-0.1126673,0.8239966,0.5497929,-0.0778681,-0.1126673,0.8239966,-1.3575451,3.2709019,-0.0157199,-2.0857854,-2.1879454,0.0042678,2.2287426,16.7084503,3.6049671,0,0.9599635
162,4.9090910,0,-7.3321381,13.2942619,3.6361516,0.5400730,-0.0762992,-0.1131931,0.8304739,0.5400730,-0.0762992,-0.1131931,0.8304739,-1.4142808,3.1928115,-0.0155883,-1.8722754,-2.5769830,0.0043422,2.2287426,16.7084503,3.6049671,0,0.9790093
163,4.9393940,0,-7.3765206,13.3883152,3.6356833,0.5300934,-0.0749871,-0.1141363,0.8368696,0.5300934,-0.0749871,-0.1141363,0.8368696,-1.4646264,3.1037502,-0.0154545,-1.6614070,-2.9390216,0.0044169,2.2287426,16.7084503,3.6049671,0,1.0000238
164,4.9696970,0,-7.4222393,13.4793644,3.6352191,0.5197825,-0.0738899,-0.1154863,0.8432255,0.5197825,-0.0738899,-0.1154863,0.8432255,-1.5087144,3.0046153,-0.0153184,-1.4549060,-3.2714562,0.0044915,2.2287426,16.7084503,3.6049671,0,1.0269058
165,5.0000000,0,-7.4691100,13.5671329,3.6347592,0.5090648,-0.0729678,-0.1172354,0.8495791,0.5090648,-0.0729678,-0.1172354,0.8495791,-1.5467330,2.8963726,-0.0151800,-1.2546144,-3.5720115,0.0045654,2.2287426,16.7084503,3.6049671,0,1.0596874
166,5.0303030,0,-7.5169563,13.6513767,3.6343033,0.4978596,-0.0721813,-0.1193763,0.8559644,0.4978596,-0.0721813,-0.1193763,0.8559644,-1.5789287,2.7800486,-0.0150395,-1.0624590,-3.8386936,0.0046382,2.2287426,16.7084503,3.6049671,0,1.0972073
167,5.0606060,0,-7.5656109,13.7318830,3.6338520,0.4860815,-0.0714875,-0.1218978,0.8624124,0.4860815,-0.0714875,-0.1218978,0.8624124,-1.6056076,2.6567223,-0.0148968,-0.8804040,-4.0697680,0.0047096,2.2287426,16.7084503,3.6049671,0,1.1383483
168,5.0909090,0,-7.6149039,13.8088560,3.6334050,0.4754676,-0.0654956,-0.1146671,0.8697657,0.4754676,-0.0654956,-0.1146671,0.8697657,-1.6266662,2.5401077,-0.0147519,-0.6949325,-3.8482780,0.0047787,2.2287426,16.7084503,3.6049671,0,1.1821766
169,5.1212125,0,-7.6646290,13.8826265,3.6329625,0.4661403,-0.0570211,-0.1019398,0.8769664,0.4661403,-0.0570211,-0.1019398,0.8769664,-1.6409266,2.4344358,-0.0146051,-0.4705944,-3.4871736,0.0048454,2.2287426,16.7084503,3.6049671,0,1.2279077
170,5.1515155,0,-7.7145600,13.9534655,3.6325245,0.4577614,-0.0489598,-0.0889478,0.8832585,0.4577614,-0.0489598,-0.0889478,0.8832585,-1.6477277,2.3376863,-0.0144564,-0.2244368,-3.1927347,0.0049087,2.2287426,16.7084503,3.6049671,0,1.2748644
171,5.1818185,0,-7.7644663,14.0215874,3.6320910,0.4503132,-0.0416247,-0.0764396,0.8886183,0.4503132,-0.0416247,-0.0764396,0.8886183,-1.6469054,2.2480295,-0.0143058,0.0271368,-2.9586735,0.0049684,2.2287426,16.7084503,3.6049671,0,1.3224645
172,5.2121215,0,-7.8141227,14.0871601,3.6316621,0.4437521,-0.0351619,-0.0648924,0.8931051,0.4437521,-0.0351619,-0.0648924,0.8931051,-1.6386651,2.1639068,-0.0141536,0.2719326,-2.7760453,0.0050239,2.2287426,16.7084503,3.6049671,0,1.3702087
173,5.2424245,0,-7.8633189,14.1503134,3.6312380,0.4380176,-0.0295977,-0.0545508,0.8968215,0.4380176,-0.0295977,-0.0545508,0.8968215,-1.6234695,2.0840619,-0.0139998,0.5014563,-2.6348848,0.0050750,2.2287426,16.7084503,3.6049671,0,1.4176714
174,5.2727275,0,-7.9118629,14.2111483,3.6308184,0.4330392,-0.0248821,-0.0454827,0.8998829,0.4330392,-0.0248821,-0.0454827,0.8998829,-1.6019468,2.0075386,-0.0138446,0.7102466,-2.5252714,0.0051213,2.2287426,16.7084503,3.6049671,0,1.4644918
175,5.3030305,0,-7.9595847,14.2697439,3.6304035,0.4287443,-0.0209210,-0.0376324,0.9023992,0.4287443,-0.0209210,-0.0376324,0.9023992,-1.5748191,1.9336613,-0.0136881,0.8952146,-2.4379473,0.0051627,2.2287426,16.7084503,3.6049671,0,1.5103672
176,5.3333335,0,-8.0063381,14.3261681,3.6299934,0.4250658,-0.0175998,-0.0308675,0.9044647,0.4250658,-0.0175998,-0.0308675,0.9044647,-1.5428474,1.8620052,-0.0135306,1.0550656,-2.3646498,0.0051992,2.2287426,16.7084503,3.6049671,0,1.5550470
177,5.3636365,0,-8.0519981,14.3804817,3.6295881,0.4219465,-0.0147983,-0.0250131,0.9061548,0.4219465,-0.0147983,-0.0250131,0.9061548,-1.5067917,1.7923603,-0.0133721,1.1898384,-2.2982821,0.0052305,2.2287426,16.7084503,3.6049671,0,1.5983279
178,5.3939395,0,-8.0964642,14.4327450,3.6291878,0.4193441,-0.0123986,-0.0198754,0.9075251,0.4193441,-0.0123986,-0.0198754,0.9075251,-1.4673818,1.7246965,-0.0132128,1.3005247,-2.2329040,0.0052569,2.2287426,16.7084503,3.6049671,0,1.5817311
179,5.4242425,0,-8.1396751,14.4830217,3.6287923,0.4171184,-0.0106606,-0.0160712,0.9086475,0.4171184,-0.0106606,-0.0160712,0.9086475,-1.4259715,1.6591262,-0.0130528,1.3665417,-2.1638203,0.0052782,2.2287426,16.7084503,3.6049671,0,1.5605984
